case_id,image_path,visually_correct,not_misleading,answers_target,usable_for_paradox
500,data/raw_images/abnormal/500.png,,,,
501,data/raw_images/abnormal/501.png,,,,
502,data/raw_images/abnormal/502.png,,,,
503,data/raw_images/abnormal/503.png,,,,
504,data/raw_images/abnormal/504.png,,,,
505,data/raw_images/abnormal/505.png,,,,
506,data/raw_images/abnormal/506.png,,,,
507,data/raw_images/abnormal/507.png,,,,
508,data/raw_images/abnormal/508.png,,,,
509,data/raw_images/abnormal/509.png,,,,
510,data/raw_images/abnormal/510.png,,,,
511,data/raw_images/abnormal/511.png,,,,
512,data/raw_images/abnormal/512.png,,,,
513,data/raw_images/abnormal/513.png,,,,
514,data/raw_images/abnormal/514.png,,,,
515,data/raw_images/abnormal/515.png,,,,
516,data/raw_images/abnormal/516.png,,,,
517,data/raw_images/abnormal/517.png,,,,
518,data/raw_images/abnormal/518.png,,,,
519,data/raw_images/abnormal/519.png,,,,
520,data/raw_images/abnormal/520.png,,,,
521,data/raw_images/abnormal/521.png,,,,
522,data/raw_images/abnormal/522.png,,,,
523,data/raw_images/abnormal/523.png,,,,
524,data/raw_images/abnormal/524.png,,,,
525,data/raw_images/abnormal/525.png,,,,
526,data/raw_images/abnormal/526.png,,,,
527,data/raw_images/abnormal/527.png,,,,
528,data/raw_images/abnormal/528.png,,,,
529,data/raw_images/abnormal/529.png,,,,
530,data/raw_images/abnormal/530.png,,,,
531,data/raw_images/abnormal/531.png,,,,
532,data/raw_images/abnormal/532.png,,,,
533,data/raw_images/abnormal/533.png,,,,
534,data/raw_images/abnormal/534.png,,,,
535,data/raw_images/abnormal/535.png,,,,
536,data/raw_images/abnormal/536.png,,,,
537,data/raw_images/abnormal/537.png,,,,
538,data/raw_images/abnormal/538.png,,,,
539,data/raw_images/abnormal/539.png,,,,
540,data/raw_images/abnormal/540.png,,,,
541,data/raw_images/abnormal/541.png,,,,
542,data/raw_images/abnormal/542.png,,,,
543,data/raw_images/abnormal/543.png,,,,
544,data/raw_images/abnormal/544.png,,,,
545,data/raw_images/abnormal/545.png,,,,
546,data/raw_images/abnormal/546.png,,,,
547,data/raw_images/abnormal/547.png,,,,
548,data/raw_images/abnormal/548.png,,,,
549,data/raw_images/abnormal/549.png,,,,
550,data/raw_images/abnormal/550.png,,,,
551,data/raw_images/abnormal/551.png,,,,
552,data/raw_images/abnormal/552.png,,,,
553,data/raw_images/abnormal/553.png,,,,
554,data/raw_images/abnormal/554.png,,,,
555,data/raw_images/abnormal/555.png,,,,
556,data/raw_images/abnormal/556.png,,,,
557,data/raw_images/abnormal/557.png,,,,
558,data/raw_images/abnormal/558.png,,,,
559,data/raw_images/abnormal/559.png,,,,
560,data/raw_images/abnormal/560.png,,,,
561,data/raw_images/abnormal/561.png,,,,
562,data/raw_images/abnormal/562.png,,,,
563,data/raw_images/abnormal/563.png,,,,
564,data/raw_images/abnormal/564.png,,,,
565,data/raw_images/abnormal/565.png,,,,
566,data/raw_images/abnormal/566.png,,,,
567,data/raw_images/abnormal/567.png,,,,
568,data/raw_images/abnormal/568.png,,,,
569,data/raw_images/abnormal/569.png,,,,
570,data/raw_images/abnormal/570.png,,,,
571,data/raw_images/abnormal/571.png,,,,
572,data/raw_images/abnormal/572.png,,,,
573,data/raw_images/abnormal/573.png,,,,
574,data/raw_images/abnormal/574.png,,,,
575,data/raw_images/abnormal/575.png,,,,
576,data/raw_images/abnormal/576.png,,,,
577,data/raw_images/abnormal/577.png,,,,
578,data/raw_images/abnormal/578.png,,,,
579,data/raw_images/abnormal/579.png,,,,
580,data/raw_images/abnormal/580.png,,,,
581,data/raw_images/abnormal/581.png,,,,
582,data/raw_images/abnormal/582.png,,,,
583,data/raw_images/abnormal/583.png,,,,
584,data/raw_images/abnormal/584.png,,,,
585,data/raw_images/abnormal/585.png,,,,
586,data/raw_images/abnormal/586.png,,,,
587,data/raw_images/abnormal/587.png,,,,
588,data/raw_images/abnormal/588.png,,,,
589,data/raw_images/abnormal/589.png,,,,
590,data/raw_images/abnormal/590.png,,,,
591,data/raw_images/abnormal/591.png,,,,
592,data/raw_images/abnormal/592.png,,,,
593,data/raw_images/abnormal/593.png,,,,
594,data/raw_images/abnormal/594.png,,,,
595,data/raw_images/abnormal/595.png,,,,
596,data/raw_images/abnormal/596.png,,,,
597,data/raw_images/abnormal/597.png,,,,
598,data/raw_images/abnormal/598.png,,,,
599,data/raw_images/abnormal/599.png,,,,
600,data/raw_images/abnormal/600.png,,,,
601,data/raw_images/abnormal/601.png,,,,
602,data/raw_images/abnormal/602.png,,,,
603,data/raw_images/abnormal/603.png,,,,
604,data/raw_images/abnormal/604.png,,,,
605,data/raw_images/abnormal/605.png,,,,
606,data/raw_images/abnormal/606.png,,,,
607,data/raw_images/abnormal/607.png,,,,
608,data/raw_images/abnormal/608.png,,,,
609,data/raw_images/abnormal/609.png,,,,
610,data/raw_images/abnormal/610.png,,,,
611,data/raw_images/abnormal/611.png,,,,
612,data/raw_images/abnormal/612.png,,,,
613,data/raw_images/abnormal/613.png,,,,
614,data/raw_images/abnormal/614.png,,,,
615,data/raw_images/abnormal/615.png,,,,
616,data/raw_images/abnormal/616.png,,,,
617,data/raw_images/abnormal/617.png,,,,
618,data/raw_images/abnormal/618.png,,,,
619,data/raw_images/abnormal/619.png,,,,
620,data/raw_images/abnormal/620.png,,,,
621,data/raw_images/abnormal/621.png,,,,
622,data/raw_images/abnormal/622.png,,,,
623,data/raw_images/abnormal/623.png,,,,
624,data/raw_images/abnormal/624.png,,,,
625,data/raw_images/abnormal/625.png,,,,
626,data/raw_images/abnormal/626.png,,,,
627,data/raw_images/abnormal/627.png,,,,
628,data/raw_images/abnormal/628.png,,,,
629,data/raw_images/abnormal/629.png,,,,
630,data/raw_images/abnormal/630.png,,,,
631,data/raw_images/abnormal/631.png,,,,
632,data/raw_images/abnormal/632.png,,,,
633,data/raw_images/abnormal/633.png,,,,
634,data/raw_images/abnormal/634.png,,,,
635,data/raw_images/abnormal/635.png,,,,
636,data/raw_images/abnormal/636.png,,,,
637,data/raw_images/abnormal/637.png,,,,
638,data/raw_images/abnormal/638.png,,,,
639,data/raw_images/abnormal/639.png,,,,
640,data/raw_images/abnormal/640.png,,,,
641,data/raw_images/abnormal/641.png,,,,
642,data/raw_images/abnormal/642.png,,,,
643,data/raw_images/abnormal/643.png,,,,
644,data/raw_images/abnormal/644.png,,,,
645,data/raw_images/abnormal/645.png,,,,
646,data/raw_images/abnormal/646.png,,,,
647,data/raw_images/abnormal/647.png,,,,
648,data/raw_images/abnormal/648.png,,,,
649,data/raw_images/abnormal/649.png,,,,
650,data/raw_images/abnormal/650.png,,,,
651,data/raw_images/abnormal/651.png,,,,
652,data/raw_images/abnormal/652.png,,,,
653,data/raw_images/abnormal/653.png,,,,
654,data/raw_images/abnormal/654.png,,,,
655,data/raw_images/abnormal/655.png,,,,
656,data/raw_images/abnormal/656.png,,,,
657,data/raw_images/abnormal/657.png,,,,
658,data/raw_images/abnormal/658.png,,,,
659,data/raw_images/abnormal/659.png,,,,
660,data/raw_images/abnormal/660.png,,,,
661,data/raw_images/abnormal/661.png,,,,
662,data/raw_images/abnormal/662.png,,,,
663,data/raw_images/abnormal/663.png,,,,
664,data/raw_images/abnormal/664.png,,,,
665,data/raw_images/abnormal/665.png,,,,
666,data/raw_images/abnormal/666.png,,,,
667,data/raw_images/abnormal/667.png,,,,
668,data/raw_images/abnormal/668.png,,,,
669,data/raw_images/abnormal/669.png,,,,
670,data/raw_images/abnormal/670.png,,,,
671,data/raw_images/abnormal/671.png,,,,
672,data/raw_images/abnormal/672.png,,,,
673,data/raw_images/abnormal/673.png,,,,
674,data/raw_images/abnormal/674.png,,,,
675,data/raw_images/abnormal/675.png,,,,
676,data/raw_images/abnormal/676.png,,,,
677,data/raw_images/abnormal/677.png,,,,
678,data/raw_images/abnormal/678.png,,,,
679,data/raw_images/abnormal/679.png,,,,
680,data/raw_images/abnormal/680.png,,,,
681,data/raw_images/abnormal/681.png,,,,
682,data/raw_images/abnormal/682.png,,,,
683,data/raw_images/abnormal/683.png,,,,
684,data/raw_images/abnormal/684.png,,,,
685,data/raw_images/abnormal/685.png,,,,
686,data/raw_images/abnormal/686.png,,,,
687,data/raw_images/abnormal/687.png,,,,
688,data/raw_images/abnormal/688.png,,,,
689,data/raw_images/abnormal/689.png,,,,
690,data/raw_images/abnormal/690.png,,,,
691,data/raw_images/abnormal/691.png,,,,
692,data/raw_images/abnormal/692.png,,,,
693,data/raw_images/abnormal/693.png,,,,
694,data/raw_images/abnormal/694.png,,,,
695,data/raw_images/abnormal/695.png,,,,
696,data/raw_images/abnormal/696.png,,,,
697,data/raw_images/abnormal/697.png,,,,
698,data/raw_images/abnormal/698.png,,,,
699,data/raw_images/abnormal/699.png,,,,
700,data/raw_images/abnormal/700.png,,,,
701,data/raw_images/abnormal/701.png,,,,
702,data/raw_images/abnormal/702.png,,,,
703,data/raw_images/abnormal/703.png,,,,
704,data/raw_images/abnormal/704.png,,,,
705,data/raw_images/abnormal/705.png,,,,
706,data/raw_images/abnormal/706.png,,,,
707,data/raw_images/abnormal/707.png,,,,
708,data/raw_images/abnormal/708.png,,,,
709,data/raw_images/abnormal/709.png,,,,
710,data/raw_images/abnormal/710.png,,,,
711,data/raw_images/abnormal/711.png,,,,
712,data/raw_images/abnormal/712.png,,,,
713,data/raw_images/abnormal/713.png,,,,
714,data/raw_images/abnormal/714.png,,,,
715,data/raw_images/abnormal/715.png,,,,
716,data/raw_images/abnormal/716.png,,,,
717,data/raw_images/abnormal/717.png,,,,
718,data/raw_images/abnormal/718.png,,,,
719,data/raw_images/abnormal/719.png,,,,
720,data/raw_images/abnormal/720.png,,,,
721,data/raw_images/abnormal/721.png,,,,
722,data/raw_images/abnormal/722.png,,,,
723,data/raw_images/abnormal/723.png,,,,
724,data/raw_images/abnormal/724.png,,,,
725,data/raw_images/abnormal/725.png,,,,
726,data/raw_images/abnormal/726.png,,,,
727,data/raw_images/abnormal/727.png,,,,
728,data/raw_images/abnormal/728.png,,,,
729,data/raw_images/abnormal/729.png,,,,
730,data/raw_images/abnormal/730.png,,,,
731,data/raw_images/abnormal/731.png,,,,
732,data/raw_images/abnormal/732.png,,,,
733,data/raw_images/abnormal/733.png,,,,
734,data/raw_images/abnormal/734.png,,,,
735,data/raw_images/abnormal/735.png,,,,
736,data/raw_images/abnormal/736.png,,,,
737,data/raw_images/abnormal/737.png,,,,
738,data/raw_images/abnormal/738.png,,,,
739,data/raw_images/abnormal/739.png,,,,
740,data/raw_images/abnormal/740.png,,,,
741,data/raw_images/abnormal/741.png,,,,
742,data/raw_images/abnormal/742.png,,,,
743,data/raw_images/abnormal/743.png,,,,
744,data/raw_images/abnormal/744.png,,,,
745,data/raw_images/abnormal/745.png,,,,
746,data/raw_images/abnormal/746.png,,,,
747,data/raw_images/abnormal/747.png,,,,
748,data/raw_images/abnormal/748.png,,,,
749,data/raw_images/abnormal/749.png,,,,
750,data/raw_images/abnormal/750.png,,,,
751,data/raw_images/abnormal/751.png,,,,
752,data/raw_images/abnormal/752.png,,,,
753,data/raw_images/abnormal/753.png,,,,
754,data/raw_images/abnormal/754.png,,,,
755,data/raw_images/abnormal/755.png,,,,
756,data/raw_images/abnormal/756.png,,,,
757,data/raw_images/abnormal/757.png,,,,
758,data/raw_images/abnormal/758.png,,,,
759,data/raw_images/abnormal/759.png,,,,
760,data/raw_images/abnormal/760.png,,,,
761,data/raw_images/abnormal/761.png,,,,
762,data/raw_images/abnormal/762.png,,,,
763,data/raw_images/abnormal/763.png,,,,
764,data/raw_images/abnormal/764.png,,,,
765,data/raw_images/abnormal/765.png,,,,
766,data/raw_images/abnormal/766.png,,,,
767,data/raw_images/abnormal/767.png,,,,
768,data/raw_images/abnormal/768.png,,,,
769,data/raw_images/abnormal/769.png,,,,
770,data/raw_images/abnormal/770.png,,,,
771,data/raw_images/abnormal/771.png,,,,
772,data/raw_images/abnormal/772.png,,,,
773,data/raw_images/abnormal/773.png,,,,
774,data/raw_images/abnormal/774.png,,,,
775,data/raw_images/abnormal/775.png,,,,
776,data/raw_images/abnormal/776.png,,,,
777,data/raw_images/abnormal/777.png,,,,
778,data/raw_images/abnormal/778.png,,,,
779,data/raw_images/abnormal/779.png,,,,
780,data/raw_images/abnormal/780.png,,,,
781,data/raw_images/abnormal/781.png,,,,
782,data/raw_images/abnormal/782.png,,,,
783,data/raw_images/abnormal/783.png,,,,
784,data/raw_images/abnormal/784.png,,,,
785,data/raw_images/abnormal/785.png,,,,
786,data/raw_images/abnormal/786.png,,,,
787,data/raw_images/abnormal/787.png,,,,
788,data/raw_images/abnormal/788.png,,,,
789,data/raw_images/abnormal/789.png,,,,
790,data/raw_images/abnormal/790.png,,,,
791,data/raw_images/abnormal/791.png,,,,
792,data/raw_images/abnormal/792.png,,,,
793,data/raw_images/abnormal/793.png,,,,
794,data/raw_images/abnormal/794.png,,,,
795,data/raw_images/abnormal/795.png,,,,
796,data/raw_images/abnormal/796.png,,,,
797,data/raw_images/abnormal/797.png,,,,
798,data/raw_images/abnormal/798.png,,,,
799,data/raw_images/abnormal/799.png,,,,
